run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
504,.00923,-.0110899,-.0094843,-.0087141,-.0019498,-.0221886,-.0030736,-.0045601,.0055977,.0033525,-.0006321,.0003102,-.0004746,.0000492,.0003457,.0003592,-.0000162,.0004232,.0000362,7.04e-06,-.000436,.0000723,.0001482,-4.99e-06,-.0003121,-.0428899,-.0003967,.000906
505,.0108387,.0176648,-.0112065,.01463,-.0081539,-.0240882,-.0065118,.007991,.0019257,-.011629,.0121765,.0075287,-.0005433,-.0007448,.0004378,-.0000966,.0002744,.0003989,.0000274,-.000379,.0000316,.0004345,-.0004433,-.0002328,-.0009312,.0120974,-.0002154,-.0006198
506,.0031077,.0013937,-.007051,-.0065851,-.0034825,-.0276556,-.0096952,-.0103275,-.0065887,-.0105712,.0033056,.0113376,-.0002832,-.0004196,.0003688,.0002743,.0001323,.0005529,.0003213,.0000959,.0003791,.0002829,-.0001238,-.0002598,-.0204041,-.0424081,.0007946,.0005266
507,.0119956,.0022076,-.0082174,.0112193,-.0076754,-.0290205,-.0090936,.0063659,.0006595,-.0072385,.0062074,.0041443,-.0007019,-.0002953,.0001998,-.0000266,.0002416,.0004894,.0002464,-.0001918,-.0001373,.0002293,-.0000335,-.0001182,-.0061238,-.0123217,-.0001848,.0000868
508,.0096798,.035543,-.0050805,-.0097777,-.0024162,.0228487,-.0040834,-.0176316,.002835,.0069756,.0009561,.0021859,-.0006122,-.0009532,.0002103,.0004224,-.0000647,-.0005898,.0001815,.0002032,-.0001083,.0000227,.0001341,-.0001416,.0018907,.040144,-.0002594,-.0010362
509,.0107544,-.0437037,-.0082982,.0031422,-.0012695,-.0626715,-.0021491,.0101043,-.0025254,-.0281701,.0015035,-.0027785,-.0004999,.0007514,.0004171,9.65e-06,.0000677,.0011721,-.0001064,-.0003806,.0002073,.0007238,-.0000535,.0000103,-.0019842,-.1240773,.0000324,.0022866
510,.0061217,.0006959,-.0100295,.0078585,-.0107248,.0079961,-.0010186,.0016468,-3.55e-06,-.0184511,.0098216,.0052299,-.0002339,-.000379,.0004821,.0000689,.0003299,-.0002224,-.0000489,-.0002416,.0001023,.0004742,-.0002339,-.0002223,-.0058332,.004976,.0003975,-.0005222
511,.0124551,.0000766,-.0068272,.0077138,-.0034525,-.0025646,-.0072253,.0120086,-.003011,.0267754,.0026635,-.0024152,-.0004862,-.000247,.0003326,.0000713,.0001494,.0000919,.0002392,-.0002705,.0001141,-.0004041,-.0000351,-9.60e-06,-.0053975,.0415945,.0003139,-.000768
512,.0175539,-.0048396,-.0019531,-.0164323,.0014506,.0081743,-.0064293,-.0015713,.0062324,.0220874,-.0059324,.0125824,-.0006691,-.0001978,.0000717,.0005,-.0001419,-.0002843,.000259,-.0000662,-.0001996,-.0004016,.0003042,-.0004135,.0109221,.0200009,-.0003757,-.0008634
513,.0056862,.0055605,-.0153706,.0261015,-.0066804,-.0056162,-.0028788,.0251694,-.0057841,-.0124202,.0028375,-.010774,-.0004317,-.0004023,.0005907,-.000205,.0001858,-.0000768,.0000377,-.0005388,.0002629,.0001884,-.0000423,.0002681,-.0221901,.028021,.000603,-.0007664
514,.0094758,.0008454,-.0146173,.0026316,-.0035963,-.0122833,-.0010874,.0039238,.0104145,-.0082877,.0017811,.0096801,-.0004371,-.0002039,.0006109,.0000422,.0000439,.0001891,.0000304,-.0002646,-.0004195,.0003903,.0000549,-.0002879,.0023705,-.00349,-.0001165,-.0001348
515,.020378,-.0158831,-.0078729,-.0119362,.0006764,-.0095216,-.0056231,.0019211,.01382,.0065735,.0031415,-.0002415,-.000709,.000118,.0003381,.0003921,-.0001829,.0001226,.0001454,-.0001473,-.0006284,-.0000418,-.0000643,-.0000161,.0245198,-.0290878,-.0011012,.0004275
516,.0048436,.004712,-.0102931,.0013506,-.0035438,.0065213,-.0077847,.0041669,-.0034166,.014998,.0071939,.0131258,-.0003249,-.0004502,.0004559,.0000758,.0000781,-.0002909,.0001619,-.0001698,.0001585,-.0001642,-.000324,-.0003645,-.0130006,.0448746,.0002055,-.0013638
517,.0106031,-.0104196,-.0073328,-.0011772,-.0052657,-.0423322,.0029496,.0038227,.0047565,-.0057886,.0060842,.0089693,-.0005992,-.000011,.0003087,.0002177,.0002393,.0008212,-.0002333,-.0001467,-.0002093,.0002425,-5.26e-06,-.000267,.011795,-.0469255,-.000499,.0008567
518,.0186982,.0102489,-.0082398,-.0046962,-.0079328,.0235048,-.0048324,-.0131653,.0027892,-.0004491,.0064949,.0066572,-.0009682,-.0004156,.0002784,.000264,.0002818,-.0006184,8.60e-06,.00015,-.0001493,.0001332,.0000665,-.0002143,.0069773,.0221002,-.0004821,-.0007011
519,.0062573,-.0055448,-.0104604,-.0049172,-.0085811,-.0367845,-.0097943,.0052422,.0050764,-.0081115,.0032829,.0091315,-.0004492,-.0001425,.0002839,.0003196,.0001235,.000554,.0003385,-.0003075,-.0002406,.0001226,.0000436,-.0002104,-.0142192,-.0409844,.0000996,.0003359
520,.0053292,.0009882,-.0091665,.0028489,-.0028284,-.028299,.0015692,.0131398,.0042174,.0037894,.0069638,.0048739,-.0004332,-.0002437,.0002635,.0000364,-8.29e-06,.00042,-.000142,-.0004263,-.000182,-.000026,-.0001634,-.0001906,.0060848,-.002659,-.0006654,-.0004302
521,.0108604,-.0004694,-.0080186,.0006297,-.0051536,-.0342153,-.0109362,.0011685,-.0020566,-.0031378,.006357,.0124634,-.0004314,-.0003649,.0003803,.0001291,.0002577,.0006749,.0002956,-.0002028,.0000934,.0001079,-.0003216,-.000365,-.0089476,-.0235609,.000274,-.0000208
522,.0199574,.0554997,-.0021682,.022703,-.0022969,.0007945,-.0030844,-.0065467,.0044078,-.0319937,.0044327,.0072652,-.0008627,-.0014655,-.0000365,-.0003587,.0000943,-.0001598,-.000054,.0000772,-.0002951,.0006798,-.0001158,-.000128,.0212484,.0477219,-.00127,-.001355
523,.0059188,.0031535,-.0051246,-.0002887,-.0036733,-.0243608,-.0077008,.0051101,-.0013751,-.0018018,.002167,.0160027,-.0003466,-.0004244,.000227,.0001727,.0001228,.0003816,.0003247,-.0002376,.0000192,.0001934,.0000479,-.0003601,-.009788,-.0021849,.000395,-.0002745
524,.0099262,.0331739,-.0145912,-.0051058,-.0045338,-.0209639,-.0084791,.0045665,-.0004704,.0036451,.0071558,.0162963,-.0003339,-.0008479,.0006415,.0001899,.0000348,.0004006,.0001325,-.0003179,-.0000207,.0001056,-.0002772,-.0004351,-.0109925,.031612,.0001769,-.0009049
525,.0093243,-.0101685,-.0106892,-.0006302,-.0042357,.0162052,-.0054682,-.0086714,.0035966,.0040736,.0055583,.0121739,-.0003662,-.0001419,.0004408,.0002112,.0000449,-.0004098,.0000411,.0000375,-.0002865,-.0000601,-.0001759,-.0002355,-.0019139,.0129826,-.0003018,-.0005986
526,.0165367,.0131462,-.0044742,.0040643,-.0072929,-.0147025,.0013238,.005356,-.0015325,.0167946,-.0015229,.0013681,-.0006021,-.0003877,.0002116,6.43e-06,.0003192,.0002918,-.0002044,-.000276,.000094,-.0001771,.0002091,-.0001025,.0030379,.0260267,.0000274,-.0006451
527,.0042204,-.0139403,-.0125492,-.0068977,-.0044291,-.0379967,-.0070976,.0057626,.0032137,-.0037783,.0081449,.0099427,-.0003062,.0000353,.0004873,.0002747,.0000895,.0005579,.0002557,-.0002798,-.0001192,.0000928,-.0003079,-.0002746,-.0084969,-.0469078,.0000992,.0004064
528,.0068548,-.0154174,-.0193192,.0061402,-.0155019,-.0480139,-.0116531,.0177461,.0090645,-.0089155,.0101296,.0122214,-.000447,-.0000119,.0007099,.0000774,.0003499,.0008419,.0002486,-.0005178,-.0004028,.0001771,-.0001268,-.0003038,-.0204252,-.0362391,.0003317,.0002629
529,.0082472,-.0131821,-.009404,-.0012328,-.0081628,-.0382765,-.005552,.0020191,-.0031203,-.007433,.0079051,.0055562,-.0002799,6.04e-06,.0003231,.0001349,.0002402,.0007628,.0000193,-.0000409,.0001186,.0003526,-.0003578,-.0003177,-.0100868,-.0525492,.0000635,.0008978
530,.0089653,.0050166,-.0090877,.0203362,.0002823,-.046305,-.0035762,.0130033,-.001204,-.0010939,.0065235,.0228802,-.0003414,-.0003237,.0004619,-.0002508,-.0000724,.0008069,3.65e-06,-.0004518,.0000572,.0001305,-.0002282,-.000607,.0019032,.0138374,-.0001192,-.0006958
531,.0095733,-.0134414,-.0051099,.003545,-.0048779,-.0454484,-.0085045,.0006016,.0005206,-.0160419,.0024889,.0129362,-.0003395,.0001173,.0001916,-.0000639,.0001782,.0008987,.0002236,-.0002155,5.16e-06,.0006734,-.0000415,-.0004714,-.0059095,-.0578489,.0002177,.0009385
532,.0051402,.004438,-.008597,.0017159,-.0100275,-.0246161,-.0059403,.0085342,-.0015893,-.0015903,.0069966,.0052327,-.0000738,-.0003805,.000277,.0001074,.0002902,.0005207,.0000279,-.0003179,.0001098,.0001352,-.0002187,-.0002304,-.0140173,-.0062857,.0004124,-.0001653
533,.0052734,.0060076,-.0131417,.0101894,-.0073244,-.0497722,.0033343,.0227148,-.0055377,-.0235636,.0030114,.0080561,-.0002821,-.0003892,.0005702,-.0001057,.000258,.0010347,-.0002459,-.000652,.0002085,.0005666,.0000282,-.0002989,-.0143847,-.026368,.0005369,.0001554
534,.0130956,.005865,-.0154213,-.010062,-.0093357,.002415,-.0034414,-.01825,.0012674,.0031714,.0137948,.0013356,-.0006767,-.0003353,.0005502,.0002575,.0002719,-.0000478,-.0001458,.0002666,.0000441,.0002141,-.0003908,-.0000371,-.0000405,-.015525,-.000347,.000318
535,.0060031,-.0025703,-.0113655,.0022895,-.0059255,.0345363,-.0009559,-.0010154,-.0014797,.0499146,.0083125,-.0092875,-.0003611,-.0002793,.000475,.0000778,.0001965,-.0008225,5.91e-06,-.0001885,.0001944,-.0009402,-.0002849,.0000714,-.0054109,.0738672,.0002259,-.0020811
536,.0161638,-.0096583,-.0013314,-.0010884,.0033723,-.0356602,.0055483,.0135325,.005293,-.009137,-.0055927,.0058679,-.0005719,.0000234,9.15e-06,.0001134,-.0000455,.0006622,-.0003132,-.00053,-.0002042,.0003434,.000274,-.0002406,.0234532,-.0361435,-.0008517,.000372
537,.0021233,-.0034642,-.0120615,-.0239963,-.0105189,.0310454,-.0142447,.0120407,-.0058776,.0185408,.0028993,-.0049146,-.0001935,-.000145,.0003769,.0006001,.0003171,-.0007765,.0005619,-.0003975,.000301,-.0003469,-.0000253,.0001343,-.0376801,.0292519,.001338,-.0009314
538,.0072244,-.0121001,-.0131212,-.0041183,-.0080547,-.0377677,.0002867,-.0020061,-3.30e-06,-.0052523,.0075614,.0099547,-.0004715,-.0000544,.0004984,.0002735,.0002356,.0006353,-.0001027,-.0001054,-1.35e-06,.000138,-.0002328,-.0002744,-.0061067,-.0512898,-.0000744,.0006125
539,.0155196,.0239183,-.0030004,-.0145955,.0070307,.0170847,-.0091574,.0185484,.00548,.0056444,-.005977,-.0004893,-.0008225,-.0007283,.0001705,.0005661,-.0004442,-.0004754,.0005224,-.0005958,-.000437,-.0000519,.0004103,.0000311,.0098954,.050111,-.0006006,-.0012542
540,.0034891,-.0215087,-.0098499,1.66e-08,.0003296,-.06167,-.0027775,.0125802,-.002248,-.0260723,-.002008,-.0043895,-.0003347,.0003697,.0004852,.0001771,-.0001269,.001158,.0001463,-.0004771,-.0000416,.0007184,.0002673,.0001344,-.0130646,-.1010603,.0003956,.0020805
541,.0078307,.0057532,-.0026009,-.0067231,-.0044693,-.0214887,-.0045468,.005487,-.0003956,.0070762,.0045305,.0248314,-.000197,-.0004313,.0001846,.0002788,.0001688,.0003971,.0001416,-.0003103,.0001331,-.0000395,-.0001443,-.0006489,.0003486,.014936,.0002869,-.000754
542,.0150917,.014768,-.0115185,.0133834,-.0100261,-.0368028,.0005133,.014565,-.0016907,-.0100353,.0079614,.0107865,-.0008627,-.0004974,.0005288,-.0002059,.0003255,.0007597,-.0002969,-.0004244,-.0000234,.0002672,-.0001828,-.0003238,.0003311,.0066648,-.0005114,-.0004247
543,.0144246,-.0060482,-.0066914,.0078884,-.0019985,-.0189658,-.0037836,-.0004138,.0007699,-.0156205,.0058726,.0085019,-.0006401,-.0002333,.0003443,7.25e-06,-.0000171,.0002758,.000093,-.0000291,.0000593,.0004669,-.0001645,-.0003715,.0085936,-.024658,-.0003251,.000116
544,.0154993,-.0045186,-.0065374,.0148576,-.0130644,-.0532232,-.0016389,.0237759,-.0010049,-.019223,.011799,-.0064057,-.0007722,-.0001988,.0002657,-.0002277,.0005197,.0010363,-.0001747,-.0007137,.0000708,.0005334,-.0001644,-1.93e-07,.0050525,-.044737,-.0002552,.0004294
545,.0069822,.018398,-.0051194,.0064014,-.0088982,.0109226,-.0036653,-.0156686,.0049318,.008035,.0053431,-.0077572,-.0003717,-.0006315,.0000726,.0000434,.0001672,-.0003095,.0000755,.0003029,-.0002293,-.0000823,-.0000429,.0002045,-.0004259,.0203313,-.0003286,-.0004726
546,.0012126,.0073286,-.0129338,.0045973,-.0109472,-.0413044,-.0149302,.0071316,.0053609,-.0127529,.0108273,.0178432,-.000014,-.0004468,.0004096,.0001007,.000353,.0007599,.0004131,-.0003006,-.0002226,.0004028,-.0003594,-.0005241,-.0214104,-.0171566,.0005798,-7.93e-06
547,.0107453,-.0236331,-.0064946,.001101,-.0040187,-.0387464,.0002967,.0055686,-.0001518,-.0053657,.0017731,.007129,-.000434,.0001812,.0002367,.0001444,.0001878,.000852,-.0001183,-.000174,.000053,.000203,-7.95e-06,-.0002249,.00215,-.0539467,-.0000828,.0009816
548,.0076746,.0145342,-.0079239,-.0037127,-.001457,-.0082798,-.0048911,.0002696,.001247,.0128327,.0019518,.0110753,-.0002815,-.0006733,.0004323,.0002137,-.0000562,.0002093,.0001969,.0000584,-.000092,-.0000539,-.0001605,-.0002161,-.0033986,.0267193,.0000389,-.0004619
549,.0099335,-.0252872,-.0121192,.0053703,-.0081505,-.064026,.0001935,.0159401,.0027818,-.0256497,.0067573,.0034883,-.0003768,.0002581,.0005163,.0000684,.0002391,.0012814,-.0002096,-.0005432,-.0000444,.0005645,-.0001556,-.0002052,-.0006036,-.0901642,-.000031,.0014239
550,.0077507,-.0106316,-.0051405,.004044,-.0005264,-.0440427,-.0038784,.0065743,.0063788,-.008907,-.0023772,.0084447,-.0002361,.0001014,.0003014,.0000326,-.0000671,.0008085,.0001684,-.0003475,-.0001791,.000267,.0001896,-.0002083,.0022071,-.0445182,.0001771,.0006536
551,.0098324,-.005209,-.0072674,.0114731,-.0102151,-.043732,-.0045816,.0110897,-.0009062,-.0128671,.010203,.0143101,-.0004143,-.0000956,.0003339,-.0001073,.000393,.000959,.0000499,-.0002765,.0001205,.0006017,-.000309,-.0004237,-.0029348,-.0249352,.0001739,.0006576
552,.0115228,.0036582,-.0079585,-.007622,.0030783,-.018502,-.0022169,-.0097653,.0061742,-.0122119,-.0015777,.0055306,-.0003433,-.0002513,.0003756,.0003112,-.0001554,.0003236,.000073,-.0000464,-.0001854,.0003936,.0000842,-.0001712,.0090222,-.0389126,-.0001514,.0005595
553,.0072332,.012781,-.012587,.0001398,-.0074931,-.0072721,-.0103521,.0152214,-.0055873,.0098622,.0027822,.0171914,-.000451,-.0005171,.0004115,.0001451,.0002114,.0001237,.0002967,-.000486,.0001716,-.0000406,-.0000577,-.000482,-.0260042,.0479237,.0005825,-.001257
554,.0152297,.0090417,-.0070108,-.0018523,-.0038237,-.0098142,-.0064869,.0046804,.0036979,.0123382,.0068855,-.0002426,-.0005054,-.0006885,.0002213,.0002451,.0000823,.0002236,.0001522,-.0001987,-.0000748,-.0001457,-.0002541,-.0002041,.0084918,.0141511,-.0003785,-.0007684
555,.0093872,-.0053103,-.0079907,.0124746,-.0046537,-.0444778,-.0000406,.010836,.0013702,-.0282922,.006335,-.0037383,-.0004862,.0000312,.000304,-.0001915,.000213,.0009096,-.0000767,-.0003536,-.0000195,.0009221,-.0002196,.0000736,.0044074,-.0585079,-.0002851,.0013913
556,.0185424,-.0152339,-.0047076,.0064543,-.0047279,-.0536095,-.0033486,.01099,-.0067994,-.0262413,.0004575,-.004013,-.0007624,-.0000195,.0002042,.0000283,.0002174,.0009605,-.0000612,-.0003552,.0004714,.000622,3.95e-06,.0000608,-.0005836,-.0816533,.0000733,.0012969
557,.0122645,.0157158,-.0074429,-.0129833,-.0047998,.0051177,-.0042728,-.0069989,-.0005658,.0236779,.0025598,-.001939,-.0003061,-.0008017,.00035,.0005569,.0001344,-.0001687,.000042,.0000907,.0000874,-.0004382,-.0001508,.0000638,-.002257,.0225902,.0001567,-.0006972
558,.0174243,-.0040929,-.0032578,.0059524,-.0116273,-.0311804,-.00143,.0165351,.0000721,-.004661,.0064249,.0111779,-.0006109,-.000157,.0001169,-.0000908,.0004097,.0006558,-.000118,-.0005226,.0001659,.0003729,-.000127,-.0003643,.0076062,-.0062688,-.0001634,-.0001061
559,.0158746,-.0046141,-.0081708,.0186329,-.0107549,-.0140515,-.0062071,.0022411,-.0017887,-.0112678,.0123045,.0034217,-.0004826,-.0002416,.0002641,-.000195,.0003182,.0002781,-5.82e-07,-.0000782,.0002091,.0004398,-.0003873,-.000107,.0012575,-.0056377,-.000079,.0000961
560,.0205144,-.0118256,-.0007307,-.0118217,-.0001085,-.0065423,-.0031901,.0015855,-.0062761,.0057124,-.0001343,.0062843,-.0009967,.0000494,-.0000146,.0003696,.0000459,.0000907,.0000424,-.0002661,.0002885,.0001675,.0001942,-.0002693,.0100748,-.0166074,-.0004403,.0001418
561,.0111484,.0015592,-.005686,.0013267,-.003345,.0074631,-.0033617,-.0063662,.0002535,.0085395,-.0003448,-.0035328,-.0003369,-.0003175,.0002492,.0000406,.0000125,-.0001911,.0000822,.0000866,5.50e-06,.000144,-.000079,.0001813,-.0013357,.0089894,-.0000665,-.000056
562,.0123678,-.0027777,-.007827,.0114691,-.0047555,-.040721,.001561,.0300476,.0022758,-.0168736,.0035591,-.0041541,-.0004676,-.0002208,.0003757,-.0001255,.0001351,.0008489,-.0002205,-.0007134,.0000441,.0005225,-.0000257,-.0000803,.0071812,-.0230097,-.0001589,.0002314
563,.0073161,.0058665,-.0078356,-.0027676,-.005348,-.028703,-.0051001,-.0023232,.0018755,.0015051,.0046526,.0131103,-.0003059,-.0004121,.0003265,.0002192,.0000352,.0006248,.0002224,-.0000665,-.0001319,.0000697,-.0000692,-.0003868,-.0044393,-.0133118,.0000771,.0000483
564,.0164187,.0185764,-.0070258,.0053816,-.0112032,-.0211,-.0024335,.0080248,-.0001752,-.0075764,.0041128,.0116934,-.0006359,-.0005937,.0002539,.0001,.0004137,.0003303,.000029,-.0002572,.0002044,.0002272,-.000039,-.0002303,-.0003062,.0149999,.0002261,-.0004237
565,.0136342,-.006069,-.0027544,.0029737,-.0001181,-.026762,.0002318,-.0148701,-.004457,-.0273442,.0004088,-.004177,-.0006791,-.0001543,.0001474,.0000215,-.0000596,.0004785,-.0000714,.0000473,.0000877,.000759,-5.33e-06,.0000367,.0069453,-.0762486,-.0005802,.0011886
566,.0096445,.0096415,-.0039061,-.0019375,-.005784,-.0181449,-.0042131,-.0072403,.0012649,-.0001197,-.0019361,.004816,-.0003359,-.0003967,.0003883,.0001991,.000098,.0003076,.0000955,.0000142,-.0000172,.0003314,.000046,-.0001995,-.0049299,-.012985,.0002748,.000256
567,.0123438,-.0394426,-.0169514,-.0070731,-.0134494,-.0153844,-.004496,.0109617,-.0030788,-.0073852,.0102265,-.0052139,-.0006669,.0007137,.0006402,.000269,.0003996,.0002783,-.0000196,-.0003598,.0001533,.0003423,-.000216,.0001561,-.0154054,-.0635375,.0002906,.0013997
568,.0190237,.0136638,-.003188,-.0172402,-.0111128,-.0103723,.0077446,-.0036201,-.0050139,.0089851,.0005979,.0100746,-.0009124,-.0005148,.0000262,.0004736,.0004524,.0001833,-.0004328,-.0001169,.000338,.0000547,.0000153,-.0001609,.0080514,.0014909,-.0005134,-.0000812
569,.0185162,-.0066008,-.0045965,-.000367,-.004281,-.0337724,-.0014034,.0029149,.0037832,-.009789,-.0001775,.0053317,-.0007478,-.000051,.0001623,.0001607,.0001764,.000619,-2.08e-06,-.0002113,-.0001631,.0004653,.000185,-.0001748,.011841,-.0422827,-.0003893,.0008079
570,.0100196,.017438,-.0078996,-.0086112,-.0055429,-.0012707,-.0035053,-.0076355,-.0045781,.0117434,.0021131,.0117294,-.0004684,-.0005683,.0004154,.0001736,.0002476,.0000394,.0000773,.0000486,.000241,.0000135,.0000536,-.0003037,-.0093932,.0233934,.0005665,-.0005968
571,.0230516,.0096918,-.0066744,-.0063573,-.0071542,-.0164795,-.0044341,-.0016913,-.0069396,.0041094,-.0005655,.0166619,-.0009632,-.0003773,.0003585,.0003234,.0002304,.0003643,-.0000526,-.0001418,.0002932,.0001286,.0001185,-.0004272,-.0027161,.005935,-.0000152,-.0001301
572,.0031554,.0014338,-.0046729,-.0052797,-.0054109,-.0057347,-.0101389,.002402,.0033943,.013337,.0058451,.013174,-.0001453,-.0002518,.0001683,.0001679,.000135,.000129,.0004713,-.0001505,-.0003717,-.0002316,-.0000851,-.0003687,-.0078278,.0193324,.0001725,-.0007057
573,.0095607,-.0112846,-.0104365,-.0065948,-.0046401,-.0193501,-.0036278,-.0015105,.0018361,-.0071489,.0039709,-.001516,-.0003913,-.0000585,.0004657,.0003122,.0000931,.0003857,.0001021,-.0000626,.0000471,.0003772,.0000156,.0001082,-.0033368,-.047405,.0003324,.0010622
574,.0042533,-.0144123,-.0120818,.0047272,-.0113621,-.0365521,-.0024594,.0094878,.0030528,-.0072459,.0098251,.0042107,-.0001003,7.05e-06,.0005089,-.0000131,.0002799,.0007411,.0000284,-.0002689,-.0001814,.000423,-.000303,-.0002134,-.008772,-.0397846,.0002325,.0006758
575,.0124039,-.005629,-.0073964,-.0050004,-.0097707,-.0376365,-.0014191,-.0004343,-.0031938,-.0099673,-.0002113,.0071146,-.0006117,-.0002824,.0003474,.0002804,.0004543,.0006952,-.0001572,-.0001336,.0002201,.0003126,.0000439,-.0001469,-.0095874,-.0515528,.0002968,.0007254
576,.0064673,-.0064377,-.0096836,.0114426,-.004546,-.0196849,-.0107225,.0276117,-.000489,-.0268527,.0045005,.000037,-.0003053,-.0000653,.000399,-.0001588,-.0000176,.0004002,.0004047,-.0008049,-.0001532,.0007781,-.0000984,.00003,-.0144733,-.0138839,.0002292,.0001793
577,.013659,.0246849,-.0054206,.0059847,-.0024744,-.0100464,.0011096,-.005403,.0010765,-.0008209,-.0032395,.0133344,-.0009226,-.0006822,.0002502,.0000699,.0000412,.0002484,-.0000485,.0000143,-.000048,.0001733,.0002309,-.0003669,.0047106,.0277337,-.0004969,-.0005432
578,.0179909,-.0283394,-.0057042,-.0002732,-.0089818,-.0661749,-.0048647,.0189553,.0037449,-.0295325,.0114426,-.0089823,-.0006825,.000437,.0003049,.0001755,.0003081,.0012814,.0000794,-.00065,.0000163,.0008373,-.0002022,.000187,.0136276,-.114347,-.0001759,.0022682
579,.007624,-.0181124,-.0126505,-.0008699,-.008571,-.0368987,-.0020449,.0040215,-.0023133,-.0197285,.00812,.0012949,-.0003914,.0001471,.0004551,.0001923,.0002794,.0005195,-.0001003,-.0002575,.000197,.0005448,-.0002864,-.0000733,-.0098358,-.070293,.0001534,.001073
580,.0145581,.0125043,-.0157671,-.0029842,-.009569,-.0311955,.0033987,-.0020529,-.0052051,-.0008938,.0056767,.008964,-.0006152,-.0006552,.0006482,.000331,.0004739,.0005597,-.0003264,-.0001451,.000314,.0001071,-.0002476,-.0002709,-.0069077,-.015658,.000247,-.0000733
581,.0054864,.0161289,-.0064824,.0155294,-.0013517,-.0410788,-.005209,.0069142,.0038315,-.0190881,.0069725,.0067857,-.0001065,-.0004384,.0003156,-.0002196,-.0000617,.0008357,.0001839,-.0003035,-.0002032,.0005467,-.0002481,-.0003456,.0032473,-.0148088,-.0001199,.0000754
582,.0071245,.0059521,-.0085329,-.0034992,-.0054242,-.0063388,-.0047874,-.0036567,.0014145,.0331563,.0067322,-.0058778,-.0004851,-.0003726,.0003384,.0002252,.0001409,.0000761,.0001224,-.0000279,-.0000853,-.0006494,-.0000777,-4.14e-06,-.0034734,.0197357,-.0000464,-.0007526
583,.0180977,-.0040111,-.0102147,-.0100891,-.0079143,-.0300467,-.001568,-.0029544,-.0023395,-.000198,.008946,-.0005358,-.0006153,-.000359,.0003495,.000435,.0002905,.000514,-.0001586,.0000122,.0000929,.0000713,-.0003127,3.97e-06,.0050073,-.0478351,-.0003536,.0006774
584,.0100107,-.0222981,-.0071259,.007406,-.0020516,-.0489323,-.0054281,.0232241,.0044744,-.0155429,.0022653,.0045818,-.0003183,.000351,.000354,-.0001032,.0000731,.0009996,.0000369,-.0006466,-.0002891,.0004633,-.000183,-.0002159,.0021448,-.0515616,-.0003263,.0008483
585,.014441,.0101996,-.0058925,.0082197,-.0082766,.0028155,-.0033255,.0270595,.0018293,-.0130322,.001942,-.0109543,-.0006897,-.000298,.0001525,.0000138,.0003149,-.0001013,-.0000333,-.000744,-.0001009,.0004768,-5.00e-06,.0001486,.0007176,.0243078,-.0003614,-.000504
586,.0130681,.0076292,-.0139095,-.0048573,-.015788,-.0090765,.0069578,-.0042095,.0022301,.0094522,.0081545,.0140637,-.0005342,-.0003475,.0005593,.0001418,.0004642,.0001276,-.0004443,-.000109,.0000373,-.0000332,-.0001943,-.0004017,.000713,.0130019,-.000112,-.000622
587,.0068591,-.0018775,-.0121568,.0094957,-.0141462,-.038662,-.0082978,.0135529,.0015669,-.0156256,.0148478,.0107123,-.0002238,-.0002375,.0004776,-.0001887,.0004614,.000815,-.0000438,-.0004472,.0000189,.0004677,-.0005681,-.0002696,-.0113271,-.0224042,.0001222,.0001396
588,.0128419,.0219268,-.0110203,.0112102,-.0057367,-.0116962,-.0105033,.0130015,-.0007029,.0108536,.0122713,-.0039991,-.0006056,-.0007586,.0003753,-.0000151,.0001525,.0002633,.0002997,-.0003851,.0000321,-.0001899,-.0003432,-.0001284,-.0028499,.0412968,-.0000892,-.0012138
589,.0206714,-.0006641,-.0116977,.0294224,-.0114176,-.0561014,.002414,.0358937,.0016032,-.0191052,.0074922,.0039085,-.0008751,-.0003472,.0004732,-.0005034,.0004107,.0011594,-.000461,-.0008831,-7.63e-06,.0004531,-.0000949,-.0001895,.0090656,-.0066462,-.0005547,-.0003108
590,.0100714,-.0074474,-.0134588,.0082277,-.0070641,-.0458747,-.0041835,.0124363,.003452,-.0114049,.0039956,.001618,-.0003247,-.000075,.0004964,-.0000234,.0001716,.0011093,-.0000243,-.0002629,-.000196,.0004082,-.0001294,-.0000665,-.0071874,-.042445,-6.40e-06,.0010896
591,.0033887,.0075321,-.004515,-.0011041,-.0062779,.0107625,-.0046473,-.004701,-.0045462,-.0099331,.0109423,.0067711,-.0001376,-.0005024,.0000231,.0001382,.0001631,-.0002231,-6.68e-06,.0000326,.000055,.0003778,-.0003427,-.0003004,-.0056554,.0093274,-.0002459,-.0004772
592,.0050622,.0026275,-.0095327,-.000384,-.0065068,-.0323707,-.0008366,.0066258,-.0007283,-.009866,.0070578,.0188272,-.0002005,-.0003357,.0004632,.0001513,.0002011,.0005154,-.0001046,-.0003358,.0000848,.0004059,-.0002205,-.0005043,-.0054845,-.0145402,.0002235,-.0001031
